36992,true,82,Сен-Мартен,Сен-Мартен,,663,5,192,MF,663,true
36876,true,82,Французская Гвиана,Французская Гвиана,,254,5,76,GF,254,true
36877,true,82,Французская Полинезия,Французская Полинезия,,258,5,77,PF,258,true
36929,true,82,Специальный административный регион Китая Макао,Макао,,446,4,129,MO,446,true
36936,true,82,Мартиника,Мартиника,,474,5,136,MQ,474,true
36963,true,82,Остров Норфолк,Остров Норфолк,,574,5,163,NF,574,true
36965,true,82,Содружество Северных Марианских островов,Северные Марианские острова,,580,4,165,MP,580,true
36966,true,82,Малые Тихоокеанские Отдаленные Острова Соединенных Штатов,Внешние малые острова США,,581,5,166,UM,581,true
36981,true,82,Пуэрто-Рико,Пуэрто-Рико,,630,5,181,PR,630,true
36827,true,82,Британская территория в Индийском океане,Британская территория в Индийском океане,,086,5,27,IO,086,true
36829,true,82,Британские Виргинские острова,Британские Виргинские острова,,092,4,29,VG,092,true
36900,true,82,Специальный административный регион Китая Гонконг,Гонконг,,344,4,100,HK,344,true
36954,true,82,Сен-Мартен (Нидерландская часть),Сен-Мартен,,534,5,154,SX,534,true
36983,true,82,Реюньон,Реюньон,,638,5,183,RE,638,true
36987,true,82,Сен-Бартелеми,Сен-Бартелеми,,652,5,187,BL,652,true
37041,true,82,Виргинские острова Соединенных Штатов,Виргинские острова Соединенных Штатов,,850,4,241,VI,850,true
37046,true,82,Уоллис и Футуна,Уоллис и Футуна,,876,5,246,WF,876,true
36891,true,82,Гваделупа,Гваделупа,,312,5,91,GP,312,true
36944,true,82,Монтсеррат,Монтсеррат,,500,5,144,MS,500,true
37037,true,82,Джерси,Джерси,,832,5,237,JE,832,true
37038,true,82,Остров Мэн,Остров Мэн,,833,5,238,IM,833,true
36846,true,82,Остров Рождества,Остров Рождества,,162,5,46,CX,162,true
36847,true,82,Территория Кокосовых Островов (Килинг),Кокосовые острова,,166,5,47,CC,166,true
36850,true,82,Майотта,Майотта,,175,6,50,YT,175,true
36869,true,82,Фаррерские острова,Фаррерские острова,,234,5,69,FO,234,true
36870,true,82,Фолклендские острова (Мальвинские),Фолклендские острова,,238,5,70,FK,238,true
36871,true,82,Южная Джорджия и Южные Сандвичевы острова,Южная Джорджия и Южные Сандвичевы острова,,239,5,71,GS,239,true
36995,false,82,Республика Сан-Марино,Сан-Марино,SMR,674,4,195,SM,674,true
37027,false,82,Турецкая Республика,Турция,TUR,792,4,227,TR,792,true
37017,false,82,Швейцарская Конфедерация,Швейцария,CHE,756,4,217,CH,756,true
37012,true,82,Западная Сахара,Западная Сахара,,732,5,212,EH,732,true
37014,true,82,Шпицберген и Ян-Майен,Шпицберген и Ян-Майен,,744,5,214,SJ,744,true
37029,true,82,Острова Теркс и Кайкос,Теркс и Кайкос,,796,5,229,TC,796,true
36962,true,82,Ниуэ,Ниуэ,,570,4,162,NU,570,true
36988,true,82,"Острова Святой Елены, Вознесения и Тристан-да-Кунья","Острова Святой Елены, Вознесения и Тристан-да-Кунья",,654,5,188,SH,654,true
36993,true,82,Сен-Пьер и Микелон,Сен-Пьер и Микелон,,666,5,193,PM,666,true
37050,false,82,Республика Абхазия,Абхазия,XXX,895,4,250,AB,895,true
37035,false,82,Соединенное Королевство Великобритании и Северной Ирландии,Великобритания,GBR,826,4,235,GB,826,true
36884,false,82,Федеративная Республика Германия,Германия,DEU,276,4,84,DE,276,true
36888,false,82,Греческая Республика,Греция,GRC,300,4,88,GR,300,true
36881,false,82,Грузия,Грузия,GEO,268,5,81,GE,268,true
36860,false,82,Королевство Дания,Дания,DNK,208,4,60,DK,208,true
36907,false,82,Ирландия,Ирландия,IRL,372,5,107,IE,372,true
36902,false,82,Республика Исландия,Исландия,ISL,352,4,102,IS,352,true
37009,false,82,Королевство Испания,Испания,ESP,724,4,209,ES,724,true
36909,false,82,Итальянская Республика,Италия,ITA,380,4,109,IT,380,true
36913,false,82,Республика Казахстан,Казахстан,KAZ,398,4,113,KZ,398,true
36923,false,82,Латвийская Республика,Латвия,LVA,428,4,123,LV,428,true
36927,false,82,Литовская Республика,Литва,LTU,440,4,127,LT,440,true
36926,false,82,Княжество Лихтенштейн,Лихтенштейн,LIE,438,4,126,LI,438,true
36928,false,82,Великое Герцогство Люксембург,Люксембург,LUX,442,4,128,LU,442,true
36935,false,82,Республика Мальта,Мальта,MLT,470,4,135,MT,470,true
36940,false,82,Княжество Монако,Монако,MCO,492,4,140,MC,492,true
